job title,job requirements
Assistant Technical Manager - Staging,"['venue', 'staff', 'benefit', 'incentive', 'fun', 'team', 'environment']"
Senior Content Producer - Gold Coast,"['variety', 'production', 'project', 'livestreaming', 'experience', 'vision', 'switch', 'expertise', 'motivate', 'ability']"
Digital News Writer - Aviation,"['market', 'intelligence', 'aviation', 'travel', 'industry', 'sydney', 'cbd', 'office', 'day', 'week', 'day', 'volunteer', 'day']"
Digital Communications and Engagement Specialist,"['difference', 'brand', 'influence', 'medium', 'presence', 'opportunity', 'medium', 'person', 'advocacy', 'role', 'wfh', 'office', 'pace', 'team']"
Production Manager,"['industry', 'leader', 'projection', 'experience', 'ideal', 'project', 'manager', 'director', 'av', 'technician', 'location']"
Client Project Manager - Media & Advertising,"['ensure', 'execution', 'marketing', 'campaign', 'opportunity', 'start', 'project', 'management', 'career', 'arrangement']"
Racing Reporter,"['journalist', 'passion', 'horse', 'race', 'culture', 'knit', 'team', 'environment', 'arrangement']"
Video & Multimedia Production Manager,"['melbourne', 'football', 'club', 'club', 'collaborate', 'passionate', 'mind', 'team', 'base', 'sporting', 'stadium', 'mcg']"
Client Director (Maternity Leave Cover 12-Month Contract),"['time', 'maternity', 'leave', 'cover', 'art', 'organisation', 'environment']"
Strategy Director,"['lead', 'smart', 'team', 'impact', 'brand', 'management', 'focus', 'development', 'life', 'balance']"
Post Technical Operations Lead,"['bonus', 'environment', 'team', 'environment']"
Cadet Journalist,"['learn', 'journalist', 'care', 'growth', 'idea', 'life', 'print', 'community', 'voice']"
"Area Manager & Drama Teacher (Public Speaking, Drama, Performing Arts)","['emerge', 'teacher', 'train', 'support', 'provide', 'reward', 'role', 'establish', 'company', 'unlock', 'spirit', 'join', 'fun', 'team']"
Copy Editor - Part Time,"['join', 'lead', 'company', 'australia', 'woman', 'content', 'time', 'day', 'week']"
Video Producer (Contract),"['brand', 'franchise', 'business', 'sharpen', 'skill', 'range', 'client', 'platform', 'culture', 'encourage', 'growth', 'development']"
Media Sales Consultant,"['flexibility', 'career', 'progression', 'pathways', 'earn', 'commission']"
Digital News Writer - Aviation,"['market', 'intelligence', 'aviation', 'travel', 'industry', 'sydney', 'cbd', 'office', 'day', 'week', 'day', 'volunteer', 'day']"
Social Media Producer -  Body+Soul,"['lead', 'health', 'brand', 'impact', 'channel', 'time', 'role', 'day', 'week']"
Audiovisual Lighting Technician - Full Time - Hamilton Island,"['operate', 'event', 'ongoing', 'training', 'development', 'career', 'development', 'progression', 'opportunity']"
Account Manager,"['model', 'office', 'beach', 'portfolio', 'fashion', 'health', 'lifestyle', 'ecomm', 'client', 'agency', 'dedicate', 'grow', 'reward']"
Graduate Photographer - Products,"['time', 'opportunity', 'hour', 'week', 'day', 'hour', 'day', 'botany', 'location', 'studio']"
RF Technician/Technologist,"['australia', 'broadcaster', 'community', 'radio', 'network', 'australia', 'broadcast', 'license', 'community', 'australia']"
Captain Starlight - Darwin,"['role', 'lifetime', 'superhero', 'superhero', 'cape', 'everythi', 'role', 'shine', 'grow', 'impact']"
Multimedia Coordinator,"['arrangement', 'parental', 'leave', 'remuneration', 'packaging', 'leave', 'load', 'discount', 'range', 'product', 'service']"
Head Staging Technician - Multiple Roles,"['time', 'vacancy', 'term', 'contract', 'report', 'head', 'department', 'stag', 'excite', 'opportunity', 'venue', 'theatre', 'professional']"
TV Extras and Models wanted,"['agency', 'yr', 'age', 'model', 'extra', 'experience', 'require', 'registration', 'joining', 'fee']"
Sales Executive,"['medium', 'organisation', 'team', 'learn', 'opportunity', 'environment']"
Digital Event Technician,"['industry', 'leader', 'streaming', 'team', 'rewarding', 'environment', 'salary', 'career', 'progression']"
Senior Production Officer,"['oversee', 'event', 'client', 'provide', 'leadership', 'support', 'production', 'team', 'stage', 'support', 'stag', 'lighting', 'audio']"
Associate Producer,"['opportunity', 'sport', 'brand', 'career', 'growth', 'development', 'talent', 'capture', 'deliver', 'moment', 'audience']"
Post Production Management Lead,"['sydney', 'base', 'head', 'office', 'month', 'time', 'role', 'probation', 'period', 'start', 'asap']"
Event Coordinator,"['join', 'team', 'create', 'role', 'enjoy', 'promotion', 'medium', 'space', 'load', 'perk', 'giveaways', 'event', 'discount', 'ticket']"
Social Media Content Creator and Videographer,"['excite', 'opportunity', 'growth', 'industry', 'fun', 'team', 'permanent', 'time', 'salaried', 'position']"
News Editor,"['surry', 'hill', 'start', 'journalism', 'career', 'medium', 'company', 'talented', 'team', 'culture']"
Warehouse & Logistics Co-Ordinator,"['creative', 'environment', 'fun', 'staff', 'discount', 'culture', 'role', 'lot', 'variety']"
Journalist,"['thrive', 'news', 'environment', 'fun', 'performing', 'team', 'commit', 'professional', 'growth']"
Pottery Room Technician,"['roster', 'supportive', 'team', 'environment', 'excite', 'role']"
PHOTOGRAPHER and VIDEOGRAPHER,"['pay', 'job', 'security', 'opportunity', 'grow', 'business']"
Community Coordinator Senior Activities,"['dalkeith', 'government', 'month', 'assignment']"
Producer,"['jase', 'lauren', 'team', 'guarantee', 'progression', 'load', 'perk', 'giveaways', 'event', 'discount', 'ticket']"
Account Co-ordinator - Graduate Position,"['role', 'gain', 'experience', 'advertising', 'discipline', 'involve', 'create', 'execute', 'campaign', 'difference', 'join', 'agency', 'reward', 'encourages', 'life', 'balance']"
Event Styling and Operations Supervisor,"['creative', 'environment', 'fun', 'industry', 'leader', 'opportunity', 'grow', 'career']"
Cadet Journalist,"['support', 'training', 'mentor', 'editor', 'access', 'news', 'corp', 'amaze', 'benefit', 'month', 'program', 'commencing', 'july']"
Event Coordinator,"['join', 'team', 'create', 'role', 'enjoy', 'promotion', 'medium', 'space', 'load', 'perk', 'giveaways', 'event', 'discount', 'ticket']"
Producer - Macedonian,"['opportunity', 'contribute', 'content', 'production', 'team', 'sydney', 'opportunity', 'broaden', 'medium', 'career', 'grow', 'network']"
Account Manager,"['commit', 'deliver', 'quality', 'outcome', 'client', 'dynamic', 'culture', 'fast', 'pace', 'environment', 'opportunity', 'career', 'advancement']"
"Executive Producer, Opinion Program","['opportunity', 'variety', 'day', 'difference', 'medium', 'organisation']"
Audio Visual Technicians - Casual,"['event', 'company', 'variety', 'event', 'opportunity', 'growth', 'development']"
Regional Gallery Director,"['enjoy', 'benefit', 'time', 'hour', 'relocation', 'assistance']"
Digital Content Producer - 12 Month FTC,"['opportunity', 'join', 'kiis', 'network', 'load', 'perk', 'giveaways', 'event', 'discount', 'ticket', 'time', 'position', 'term', 'career', 'progression']"
Strategy Manager - Advertising,"['develop', 'customer', 'centric', 'strategy', 'advertising', 'proposal', 'opportunity', 'join', 'cross', 'team', 'arrangement']"
Journalist - Bendigo Advertiser,"['join', 'medium', 'company', 'australia', 'community', 'informed', 'connect', 'break', 'news', 'team', 'environment', 'pathway', 'career']"
Project Manager SALA & Art Programs,"['difference', 'enjoy', 'reward', 'benefit', 'time', 'position', 'hour', 'bupa', 'health', 'insurance', 'goodlife', 'health', 'club', 'discount']"
Digital Account Manager,"['join', 'wa', 'brand', 'thrive', 'medium', 'company', 'perk', 'benefit', 'gym', 'park', 'site', 'culture', 'passionate', 'team']"
Audio Visual Technicians - Casual,"['event', 'company', 'start', 'lot', 'hour', 'training', 'development', 'company']"
Senior Executive - Media and Advertising,"['develop', 'customer', 'centric', 'strategy', 'advertising', 'proposal', 'opportunity', 'join', 'cross', 'team', 'arrangement']"
Graphic Designer - Australian Financial Review,"['enjoy', 'schedule', 'pay', 'loading', 'shift', 'develop', 'skill', 'data', 'visualization', 'design', 'collaborate', 'team', 'designer', 'artist', 'create', 'graphic']"
Audio Visual Technicians - Casual,"['start', 'event', 'company', 'opportunity', 'growth', 'development']"
Audio & Communications Engineer,"['join', 'lead', 'provider', 'broadcast', 'facility', 'production', 'service', 'time', 'role', 'support', 'project', 'opportunity', 'team', 'broadcasting']"
Associate Lecturer Ceramics,"['ceramic', 'art', 'lecturer', 'school', 'art']"
Venue Events Manager,"['star', 'premium', 'venue', 'partner', 'cbd', 'location', 'training', 'development', 'organisation']"
Digital Producer,"['platform', 'continue', 'grow', 'career', 'collaborate', 'passionate', 'mind', 'team', 'brand']"
Senior Flame Compositor,"['profile', 'enjoy', 'variety', 'project', 'join', 'collaborate', 'learn', 'team', 'add', 'flare', 'video', 'production']"
Exhibitions Coordinator,"['plan', 'sa', 'food', 'drink', 'festival', 'door', 'manage', 'range', 'exhibition', 'event', 'concept', 'development']"
News Journalist,"['call', 'journalist', 'load', 'perk', 'giveaways', 'event', 'discount', 'ticket', 'genuine', 'term', 'career', 'progression']"
"National Advertising Manager, Stockhead","['sydney', 'location', 'motivate', 'scar', 'challenge', 'difference', 'medium', 'organisation']"
Senior Strategist PR,"['project', 'culture', 'support', 'opportunity', 'grow', 'career']"
Journalist Bendigo Advertiser,"['opportunity', 'grow', 'expand', 'medium', 'skill', 'industry', 'leader', 'time', 'opportunity', 'base', 'vic', 'team', 'environment', 'offer', 'development', 'suppor']"
Digital Content Producer - Homes To Love,"['join', 'lead', 'company', 'australia', 'woman', 'content', 'cbd', 'location']"
Account Manager / Account Director / PR / Marketing Jobs,"['level', 'job', 'advertise', 'marketing', 'account', 'management', 'project', 'management', 'pr', 'freelance', 'contract']"
Cadet Journalist,"['support', 'training', 'mentor', 'editor', 'access', 'news', 'corp', 'amaze', 'benefit', 'month', 'program', 'commencing', 'july']"
"Digital Managing Editor, The Australian Women's Weekly","['join', 'lead', 'company', 'australia', 'woman', 'content', 'cbd', 'location']"
Journalist,"['call', 'journalist', 'fun', 'perk', 'prize', 'ticket', 'giveaway', 'pay', 'bdays', 'term', 'career', 'opportunity']"
Social Media and Content Specialist `,"['street', 'office', 'flagship', 'product']"
AV Technicians,"['day', 'plenty', 'hour', 'coast', 'location']"
Cadet Journalist,"['support', 'training', 'mentor', 'editor', 'access', 'news', 'corp', 'amaze', 'benefit', 'month', 'program', 'commencing', 'july']"
Civic Theatre Manager,"['access', 'councils', 'arrangement', 'ongoing', 'training', 'development', 'opportunity', 'leave', 'entitlement']"
Audio Visual Technicians - Casual,"['start', 'ongoing', 'training', 'organisation', 'event', 'company']"
Journalist - EOI,"['opporunity', 'term', 'career', 'progression', 'load', 'perk', 'giveaways', 'event', 'discount', 'ticket', 'role', 'kickstart', 'career', 'medium', 'radio']"
Cadet Journalist,"['support', 'training', 'mentor', 'editor', 'access', 'news', 'corp', 'amaze', 'benefit', 'month', 'program', 'commencing', 'july']"
Cadet Journalist,"['support', 'training', 'mentor', 'editor', 'access', 'news', 'corp', 'amaze', 'benefit', 'month', 'program', 'commencing', 'july']"
Panel Operator,"['medium', 'asset', 'listnr', 'hit', 'network', 'culture', 'enable', 'vibrant', 'traralgon', 'office']"
Cadet Journalist,"['support', 'training', 'mentor', 'editor', 'access', 'news', 'corp', 'amaze', 'benefit', 'month', 'program', 'commencing', 'july']"
Digital Producer,"['pay', 'birthday', 'volunteer', 'leave', 'career', 'development', 'opportunity', 'performing', 'team']"
Group Business Manager,"['bonus', 'scheme', 'reward', 'performance', 'success', 'represent', 'brand', 'market', 'maintain', 'relationship', 'agency', 'client', 'deliver', 'solution']"
PHOTOGRAPHER and VIDEOGRAPHER,"['pay', 'job', 'security', 'opportunity', 'grow', 'business']"
Account Manager,"['join', 'grow', 'agency', 'success', 'project', 'management', 'skill', 'deliver', 'result', 'client', 'join', 'fun', 'diverse', 'team', 'reward', 'contribution']"
Cadet Journalist,"['support', 'training', 'mentor', 'editor', 'access', 'news', 'corp', 'amaze', 'benefit', 'month', 'program', 'commencing', 'july']"
Cadet Journalist,"['support', 'training', 'mentor', 'editor', 'access', 'news', 'corp', 'amaze', 'benefit', 'month', 'program', 'commencing', 'july']"
Cadet Journalist,"['support', 'training', 'mentor', 'editor', 'access', 'news', 'corp', 'amaze', 'benefit', 'month', 'program', 'commencing', 'july']"
Digital Producer,"['pay', 'birthday', 'volunteer', 'leave', 'career', 'development', 'opportunity', 'performing', 'team']"
Head of Production,"['pinnacle', 'role', 'talented', 'team', 'start']"
Deputy Editor - The Lancet Regional Health,"['contribute', 'selection', 'content', 'shape', 'journal', 'development', 'editor', 'production', 'marketing', 'communication', 'lead', 'provider', 'base', 'analytics', 'decision', 'tool']"
Account Director,"['career', 'development', 'opportunity', 'experience', 'accelerate', 'growth', 'multi', 'award', 'win', 'growth', 'agency', 'flextime', 'leave']"
Inhouse Photographer,"['career', 'development', 'market', 'leader', 'culture']"
Journalist/Research Officer,"['profit', 'organisation', 'culture', 'wfh', 'policy', 'quay', 'office']"
Deputy Editor - The Lancet Regional Health,"['contribute', 'selection', 'content', 'shape', 'journal', 'development', 'editor', 'production', 'marketing', 'communication', 'lead', 'provider', 'base', 'analytics', 'decision', 'tool']"
Account Executive,"['culture', 'team', 'brand']"
Journalist - EOI,"['opporunity', 'term', 'career', 'progression', 'load', 'perk', 'giveaways', 'event', 'discount', 'ticket', 'role', 'kickstart', 'career', 'medium', 'radio']"
Senior Journalist Wimmera Mail-Times,"['join', 'medium', 'company', 'australia', 'community', 'informed', 'connect', 'break', 'news', 'team', 'environment', 'pathway', 'career']"
Journalist - EOI,"['role', 'kickstart', 'career', 'medium', 'load', 'perk', 'giveaways', 'event', 'discount', 'ticket', 'opporunity', 'term', 'career', 'progression']"
Retail Media Executive (Direct),"['asx', 'list', 'company', 'market', 'lead', 'benefit', 'environment', 'earn', 'market', 'leader']"
Journalist - EOI,"['role', 'kickstart', 'career', 'medium', 'load', 'perk', 'giveaways', 'event', 'discount', 'ticket', 'opporunity', 'term', 'career', 'progression']"
